,ParentsScore,ParentSpeak,ParentUnderstand,ParentRead,ParentWrite,Highest_academic_years,curJobScore,non_English_understandability,English_speakability,English_understandability,English_readability,English_writability,most spoken language,race,race identity importance,felt_discrimination,visits to parents country,lived in parents country,home country,caseid,Language_understandability
1762,44,2,2,2,2,15,50,3,4,4,4,3,1,24,1,1,1,0,1,1763,3.5
1763,35,3,3,2,2,16, ,4,4,4,4,4,1,24,3,1,0,0,1,1764,4.0
1764, ,2,2,2,1,15, ,3,3,3,3,3,1, ,1,0,1,0,1,1765,3.0
1765, ,2,2,2,2,15, ,3,3,3,3,3,3,71,2,1,0,0,1,1766,3.0
1766, , , , , ,18, ,3,4,4,4,4,1,25,1,1,3,0,1,1767,3.5
1767,23,2,2,2,2,15, ,4,4,4,4,4,3,25,2,1,0,0,2,1768,4.0
1768, , , , , ,15, ,3,4,4,4,3,1,47,2,1,0,0,1,1769,3.5
1769, , , , , ,16,51,1,4,4,4,4,1,25,2,0,0,0,1,1770,2.5
1770,35,3,3,3,2,14, ,3,4,4,4,4,3,24,3,1,0,0,1,1771,3.5
1771, ,3,3,3,3,16,20,3,3,3,3,3,3,25,2,1,0,0,1,1772,3.0
1772,27,2,2,2,2,12,56,4,4,4,4,3,3,25,3,1,1,0,1,1773,4.0
1773, ,2,2,2,2,10,43,1,3,3,3,3,1,24,3,0,0,0,1,1774,2.0
1774, ,2,2,2,2,16,34,2,3,3,3,2,1,47,1,1,0,0,1,1775,2.5
1775,38,4,4,4,4,14,51,3,4,4,4,4,1,25,1,1,0,0,1,1776,3.5
1776, , , , , ,16,62,3,3,3,3,3, ,42,3,0,1,0,1,1777,3.0
1777,18,3,3,3,2,15,42,3,4,4,4,4,1,24,2,1,1,0,1,1778,3.5
1778,50,3,3,2,2,12, ,4,3,3,3,2,3,25,2, ,0,0,3,1779,3.5
1779,21,2,2,2,2,14,39,3,4,4,4,4,3, ,3,0,1,0,1,1780,3.5
1780, ,3,3,3,3,15, ,3,3,3,3,3,3,25,3,1,0,0,1,1781,3.0
1781,26,3,3,3,3,16, ,4,4,4,4,4,1,25,2,1,0,0,1,1782,4.0
1782, ,2,2,2,2,16,34,4,4,4,4,4,1,24,2,1,1,0,1,1783,4.0
1783,34,3,3,3,3,16,54,3,4,4,4,4,1,24,2,0,0,0,1,1784,3.5
1784, , , , , ,16, ,2,4,4,4,4,1,24,3,1,1,0,1,1785,3.0
1785, , , , , ,16,72,4,4,4,4,4,1,47,2,1,0,0,1,1786,4.0
1786, , , , , ,10, ,3,3,3,3,3,3,24,2,0,1,0,4,1787,3.0
1788, , , , , ,16,34,3,4,4,4,4,1,46,3,0,2,0,1,1789,3.5
1789,53,4,4,4,4,18,78,4,3,3,4,3,1,45,2,1,3,0,1,1790,3.5
1790, ,4,4,4,4,16, ,4,4,4,4, ,1,44,3,0,6,0,1,1791,4.0
1791,39,4,4,4,4,12,34,4,4,4,4,4,1,45,3,1,0,0,1,1792,4.0
1792, , , , , ,16, ,3,3,3,3, ,3,45,1,0,11,1,1,1793,3.0
1793, , , , , ,16, ,3,4,4,4,4,1,45,3,0,1,0,1,1794,3.5
1794, , , , , ,14,49,3,4,4,4,4,3,45,3,0,8,0,1,1795,3.5
1795, , , , , ,14,66,3,4,4,4,4,1,47,1,0,4,0,1,1796,3.5
1796,42,4,4,4,4,16,38,3,4,4,4,4,1,23,3,0,1,0,1,1797,3.5
1797, ,1,1,1,1,12,22,4,4,4,4,4,3,66,3,1,0,0,4,1798,4.0
1798, ,1,1,1,1,12,37,3,4,4,4,3,3,29,2,1,0,0,1,1799,3.5
1799, ,1,1,1,1,12, ,4,4,4,4,4,1,41,2,1,0,0,1,1800,4.0
1800, ,2,3,2,2,12,20,4,3,3,3,3,3,41,2,0,11,1,1,1801,3.5
1801,39,4,4,4,4,14,39,4,4,4,4,4,1,23,2,1,0,0,1,1802,4.0
1802, , , , , ,14,55,3,4,4,4,4,3,22,3,1,1,0,1,1803,3.5
1803,39,4,4,4,4,16,52,4,4,4,4,4,1,23,3,1,45,0,4,1804,4.0
1804,39,3,3,3,3,15,55,3,4,4,4,4,1,23,3,1,1,0,1,1805,3.5
1805, ,3,3,4,4,18,60,4,4,4,4,4,3,23,2,1,3,0,4,1806,4.0
1807,49,4,4,4,4,15,51,3,4,4,4,4,1,67,1,1,1,0,1,1808,3.5
1808, , , , , ,16,42,4,4,4,4,4,1,23,3,0,1,0,1,1809,4.0
1809,55,4,4,4,3,16,42,4,4,4,4,4,1,23,3,1,3,1,1,1810,4.0
1810,20,4,4,4,4,16,58,4,4,4,4,4,1,23,3,1,1,0,1,1811,4.0
1811,58,3,4,4,4,16,38,1,3,3,3,3,1,23,2,0,1,0,1,1812,2.0
1812, , , , , ,12,52,3,4,4,3,3,1,23,3,0,2,1,1,1813,3.5
1813, , , , , ,12,56,4,4,4,4,4,3,22,3,1,0,0,4,1814,4.0
1814, , , , , ,15,42,1,3,4,4,3,1,23,3,1,4,0,1,1815,2.5
1815, , , , , ,14,38,4,4,4,4,4,3,23,3,0,0,0,4,1816,4.0
1816, ,2,4,4,4,16,42,3,4,4,4,4,1,23,2,1,2,0,1,1817,3.5
1817,54,3,4,4,4,15,49,3,4,4,4,4,1,23,3,0,4,0,1,1818,3.5
1818,39,4,4,4,4,16,50,4,4,4,4,4,1,23,1,1,3,0,1,1819,4.0
1819,49,4,4,4,4,15, ,2,4,4,4,4,1,22,2,1,1,0,1,1820,3.0
1820, , , , , ,15,58,4,4,4,4,4,1,22,1,0,3,0,1,1821,4.0
1821, , , , , ,12,52,3,4,4,4,4,1,68,3,0,3,1,1,1822,3.5
1822, , , , , ,15, ,4,4,4,4,4,1,23,3,0,1,0,1,1823,4.0
1823, , , , , ,16, ,3,4,4,4,4,1,22,3,1,5,0,1,1824,3.5
1824, , , , , ,18, ,4,4,4,4,4,1,22,3,0,2,0,1,1825,4.0
1825,23,3,3,3,3,18, ,4,4,4,4,4,1,22,3,1,1,0,1,1826,4.0
1826, , , , , ,12,37,4,4,4,4,4,1,0,2,0,1,0,1,1827,4.0
1827, , , , , ,15, ,3,4,4,4,4,1,72,2, ,0,0,1,1828,3.5
1828,38,3,3,3,3,15,50,4,4,4,3,3,2,23,3,0,1,0,1,1829,4.0
1829,60,3,3,3,3,15,20,4,4,4,4,4,3,23,2,0,0,0,1,1830,4.0
1830, ,3,3,3,3,15,58,4,4,4,4,4,3,23,2,1,2,1,1,1831,4.0
1831, , , , , ,10,39,4,4,4,4,4,1,22,3,0,2,0,1,1832,4.0
1832, , , , , ,15,60,3,4,4,4,4,1,22,3,0,2,0,1,1833,3.5
1833,44,3,4,4,4,14, ,4,4,4,4,3,3,23,2,0,0,0,4,1834,4.0
1834, , , , , ,12,34,4,4,4,4,4,3,23,3,0,1,0,4,1835,4.0
1835, , , , , ,14,53,4,3,3,3,3,3,22,3,0,1,0,4,1836,3.5
1836,54,3,3,3,3,15,50,3,4,4,4,4,1,22,3,0,1,0,1,1837,3.5
1837, , , , , ,10,31,4,4,4,4,4,1,47,3,0,0,0,4,1838,4.0
1838,32,4,4,4,4,15,50,3,3,4,4,4,1,23,2,1,0,0,1,1839,3.5
1839, , , , , ,16,46,4,4,4,4,4,3,22,3,0,3,0,1,1840,4.0
1840, ,4,4,4,4,16, ,4,4,4,4,4,3,22,3,1,1,0,1,1841,4.0
1841, , , , , ,14,42,1,4,4,4,4,1,22,3,0,1,0,1,1842,2.5
1842, , , , , ,15,60,4,3,4,4,4,1,22,3,1,1,1,1,1843,4.0
1843, , , , , ,14,58,3,4,4,4,4, ,23,3,1,2,1,1,1844,3.5
1844,53,4,4,4,4,16,31,4,3,3,3,3,3,22,3,1,1,0,4,1845,3.5
1845, ,4,4,4,4,16,50,3,4,4,4,4,1, ,3,0,1,0,1,1846,3.5
1846,58,3,3,3,3,15,42,3,4,4,4,4,1,23,3,0,3,1,1,1847,3.5
1848,62,4,4,4,4,15,38,3,4,4,4,4,1,22,1,0,2,1,1,1849,3.5
1849,56,4,4,4,4,15,42,3,4,4,4,4,1,22,3,1,2,0,1,1850,3.5
1850, , , , , ,16,58,4,4,4,4,4,1,22,3, ,5,0,1,1851,4.0
1851, , , , , ,12,56,4,4,4,4,4,1,23,3,1,2,0,1,1852,4.0
1852, , , , , ,14,37,2,4,4,4,4,1,23,3,1,2,0,2,1853,3.0
1853, , , , , ,14,42,2,4,4,4,4,1,23,2,1,1,0,1,1854,3.0
1854, , , , , ,14,50,4,4,4,4,4,1,23,3,0,1,0,1,1855,4.0
1855, , , , , ,16,49,4,4,4,4,4,1,22,3,0,1,0,1,1856,4.0
1856, ,4,4,4,4,14,62,3,4,4,4,4,1,23,3,1,2,0,1,1857,3.5
1857,39,2,4,4,4,16,62,4,3,3,4,4,3,23,3,1,6,1,4,1858,3.5
1858,51,3,4,4,4,14,34,4,4,4,4,4,3,23,3,0,0,0,1,1859,4.0
1859,54,4,4,3,3,15, ,4,4,4,4,4,1,22,3,0,3,0,1,1860,4.0
1860,39,3,3,3,3,16,42,3,4,4,4,4,1,22,2,0,6,1,1,1861,3.5
1861,50,4,4,4,4,15,55,4,4,4,4,4,1,23,3,1,1,0,1,1862,4.0
1862, , , , , ,15,37,3,4,4,4,4,1,22,2,1,3,0,1,1863,3.5
1863, , , , , ,16,50,3,4,4,4,4,1,22,3,1,1,0,4,1864,3.5
1864,38,3,3,3,3,15,50,1,4,4,4,4,1,23,3,1,0,0,1,1865,2.5
1865,39,4,4,4,4,15,38,2,4,4,4,4,1,22,3,1,0,0,1,1866,3.0
1866, ,3,3,3,3,14,56,3,4,4,4,4,1,22,2,0,0,0,1,1867,3.5
1867, , , , , ,16,49,3,4,4,4,4,1,23,3,1,1,0,1,1868,3.5
1868,38,3,3,3,3,15,45,2,4,4,4,4,1,23,2,1,1,0,1,1869,3.0
1869, , , , , ,12,34,3,4,4,4,4,1,23,2,1,0,0,1,1870,3.5
1870, ,3,3,3,3,15,46,3,3,3,3,3,1,23,3, ,3,0,1,1871,3.0
1871, , , , , ,16, ,4,4,4,4,4,1,23,3,1,1,0,1,1872,4.0
1872, , , , , ,14,46,4,3,3,3,3,1,23,3,1,1,0,4,1873,3.5
1873, , , , , ,12,42,3,4,4,4,4,1,47,3,0,0,0,1,1874,3.5
1874,53,4,4,4,4,18,42,3,4,4,4,4,1,23,2,1,2,0,1,1875,3.5
1875, , , , , ,12,53,3,4,4,4,4,1,23,2,1,1,0,1,1876,3.5
1876,34,4,4,4,4,14,44,3,4,4,4,4,1,23,1,1,0,0,1,1877,3.5
1877, , , , , ,16,34,4,4,4,4,4,1,23,3,1,2,0,1,1878,4.0
1878, , , , , ,12,38,4,4,4,4,4,1,22,3,0,2,0,4,1879,4.0
1879, ,4,4,4,4,12,45,4,4,4,4,4, ,22,3,0,0,0,4,1880,4.0
1880, , , , , ,14,42,4,4,4,4,4,3,23,3,0,0,0,1,1881,4.0
1881, , , , , ,16,56,3,4,4,4,4,3,22,3,0,1,0,1,1882,3.5
1882, , , , , ,12,39,3,4,4,4,4,1,23,3,1,0,0,4,1883,3.5
1883, , , , , ,10, ,4,4,4,4,4,1,46,1,0,0,0,2,1884,4.0
1884, , , , , ,15, ,3,4,4,4,4,1,22,3,1,1,0,1,1885,3.5
1885, , , , , ,16,56,4,4,4,4,4,1,23,2,1,3,0,1,1886,4.0
1886, ,4,4,4,4,15,39,4,4,4,4,4,1,46,3,1,20,0,1,1887,4.0
1887, , , , , ,15, ,4,4,4,4,4,1,22,3,1,4,0,4,1888,4.0
1888,58,4,4,4,4,16, ,2,4,4,4,4,1,23,3,1,4,0,1,1889,3.0
1889, , , , , ,16, ,4,4,4,4,4,3,22,3,1,0,0,1,1890,4.0
1890, , , , , ,14, ,3,4,4,4,4,1,23,1,1,2,0,1,1891,3.5
1891, , , , , ,15, ,1,3,3,3,3,1,23,1,1,0,0,1,1892,2.0
1892,43,4,4,4,4,15,49,3,4,3,4,4,1,23,1,1,0,0,1,1893,3.0
1893,39,3,3,3,3,18, ,3,4,4,4,4,1,23,1,1,2,0,4,1894,3.5
1894,49,4,4,4,4,15,34,3,3,3,3,3,1,23,2,0,0,0,1,1895,3.0
1895,49,4,4,4,4,15,38,4,4,4,4,4,1,23,3,0,5,0,1,1896,4.0
1896, , , , , ,15,20,4,4,4,4,4,1,22,3,1,2,1,1,1897,4.0
1897, , , , , ,16,42,4,4,4,4,4,1,66,3,0,2,0,1,1898,4.0
1898, , , , , ,14,48,4,4,4,4,4,1,22,2,0,1,0,1,1899,4.0
1900, , , , , ,15,39,4,4,4,4,4,1,22,3,1,8,0,4,1901,4.0
1901,53,4,4,4,4,14,55,3,4,4,4,4,1,22,3,1,1,0,1,1902,3.5
1902, , , , , ,16,56,4,4,4,4,4,1,23,2,1,0,0,4,1903,4.0
1903,62,3,3,3,3,16,41,3,4,4,4,4,1,23,2,1,1,0,1,1904,3.5
1904,53,4,4,4,4,16,42,3,4,4,4,4,1,23,2,1,1,0,1,1905,3.5
1906, , , , , ,12,34,4,4,4,4,4,1,68,3,1,3,0,1,1907,4.0
1907, , , , , ,15,34,3,4,4,4,4,1,23,3,1,5,0,1,1908,3.5
1908,42,3,3,3,3,12,50,2,4,4,4,4,1,22,2,1,0,0,3,1909,3.0
1909, ,4,4,4,4,14,62,3,4,4,4,4,1,23,2,0,1,0,1,1910,3.5
1910,58,4,4,4,4,12,27,4,3,3,3,3,1,22,2,1,1,1,1,1911,3.5
1911, , , , , ,14,34,4,4,4,4,4,1,22,3,0,0,0,1,1912,4.0
1912, ,3,4,4,4,15,31,4,4,4,4,4,3,23,2,0,1,0,1,1913,4.0
1913, , , , , ,15,36,3,4,4,4,4,1,23,2,0,6,1,4,1914,3.5
1914,39,4,4,4,4,15,62,3,4,4,4,4,1,23,3,1,4,0,1,1915,3.5
1915, , , , , ,14, ,3,3,3,3,3,3,23,3,0,0,0,1,1916,3.0
1916,42,4,4,4,4,16,42,3,4,4,4,4,1,23,3,1,1,0,1,1917,3.5
1917, , , , , ,16,66,4,4,4,4,4,1,23,2,0,4,0,1,1918,4.0
1918, , , , , ,16,62,4,4,4,4,4,1,22,3,1,0,0,1,1919,4.0
1919, , , , , ,10,42,3,4,4,4,4,1,23,3,0,1,0,1,1920,3.5
1920, , , , , ,16,51,3,4,4,4,4,1,68,2,1,1,0,1,1921,3.5
1921,48,4,4,4,4,18,44,3,4,4,4,4,1,23,3,1,2,0,4,1922,3.5
1922, ,3,3,3,3,14,55,4,4,4,4,4,1,22,3,0,1,0,1,1923,4.0
1923,34,4,4,4,4,14,53,3,4,4,4,4,1,23,2,1,1,0,1,1924,3.5
1924, , , , , ,16,50,2,4,4,3,3,1,23,3,0,4,0,1,1925,3.0
1925,50,4,4,4,4,15,65,1,4,4,4,4,1,23,2,0,6,0,1,1926,2.5
1926,60,3,3,3,3,14,51,4,4,3,4,3,3,23,3,1,0,0,1,1927,3.5
1927, ,3,3,3,3,16, ,4,4,4,4,4,1,23,3,0,3,0,1,1928,4.0
1929,39,4,4,4,4,14,34,3,4,4,4,4,1,22,3,1,2,0,1,1930,3.5
1930, , , , , ,14,34,3,4,4,4,4,1,23,3,1,4,0,1,1931,3.5
1931, , , , , ,16,46,3,4,4,4,4,1,23,2,1,2,0,1,1932,3.5
1932, , , , , ,15,53,4,3,4,4,3,1,23,2,1,2,0,4,1933,4.0
1933,62,4,4,4,4,16,58,1,4,4,4,4,1,23,2,1,1,0,4,1934,2.5
1934,38,3,3,3,3,14,39,4,4,4,4,4,1,23,2,0,1,0,1,1935,4.0
1935, , , , , ,14,39,3,4,4,4,4,1,23,3,1,0,0,1,1936,3.5
1936, , , , , ,16,34,3,4,4,4,4,1,23,3,1,1,0,2,1937,3.5
1937, , , , , ,12, ,4,3,3,3,3,3,22,3,0,1,0,4,1938,3.5
1938, , , , , ,14, ,4,4,4,4,4,3,66,1,0,1,0,1,1939,4.0
1939, ,2,2,2,2,14, ,3,4,4,4,4,1,22,3,1,1,0,1,1940,3.5
1940, , , , , ,12,39,1,4,4,4,4,1,22,1,0,0,0,1,1941,2.5
1941, , , , , ,16, ,3,4,4,4,4,1,23,3,1,6,1,2,1942,3.5
1942,23,3,3,3,3,14, ,1,4,4,4,4,1,50,3,0,1,0,1,1943,2.5
1943, , , , , ,14,35,4,4,4,4,4,1,22,2,0,2,0,1,1944,4.0
1944, , , , , ,16, ,4,4,4,4,4,1,23,3,1,1,0,1,1945,4.0
1945,55,4,4,4,4,15, ,3,4,4,4,4,1,22,1,0,4,1,4,1946,3.5
1946,54,3,3,3,3,15,23,4,4,4,4,4,1,23,3,1,1,0,1,1947,4.0
1947, , , , , ,18, ,3,4,3,4,4,1,23,2,0,2,1,4,1948,3.0
1948, , , , , ,18, ,4,4,4,4,4,1,23,3,0,3,0,1,1949,4.0
1949, ,3,3,3,3,15, ,3,4,4,4,4,1,22,3,1,2,0,1,1950,3.5
1950,39,3,3,3,3,12,39,4,4,4,4,4,1, ,2,1,24,0,1,1951,4.0
1951,66,3,3,4,3,14,34,3,3,4,4,3,1,22,2,0,1,0,1,1952,3.5
1952, ,4,4,4,4,16,69,3,4,4,4,4,1,23,2,1,1,0,1,1953,3.5
1953,26,3,3,3,3,14,33,3,4,4,4,4,3,23,3,1,0,0,1,1954,3.5
1954,31,4,4,4,4,14,50,3,4,4,4,4,1,22,2,0,0,0,1,1955,3.5
1955,62,4,4,4,4,14,31,4,4,4,4,4,1,23,3,0,0,0,1,1956,4.0
1956,53,4,4,4,4,15, ,2,4,4,4,4,1,23,3,1,1,0,1,1957,3.0
1957,53,4,4,4,4,16,53,4,4,4,4,4,1,23,3,1,0,0,1,1958,4.0
1958, ,3,4,4,4,16,51,4,4,4,4,2,3,22,2,0,2,0,1,1959,4.0
1959, , , , , ,15,58,4,4,4,4,4,1,23,1,0,1,0,1,1960,4.0
1960, , , , , ,15,46,3,4,4,4,4,1,23,3,1,4,0,1,1961,3.5
1961, , , , , ,14, ,2,4,4,4,4,1,67,2,0,2,0,1,1962,3.0
1962,54,3,3,3,3,15, ,4,4,4,4,4,1,23,3,1,3,0,4,1963,4.0
1963,45,3,3,4,3,16,62,3,4,4,4,3,1,23,3,0,3,0,1,1964,3.5
1964,33,3,3,2,2,16, ,3,4,4,4,4,1,22,3,1,1,0,1,1965,3.5
1965,39,3,4,4,3,14,49,3,4,4,4,4,1,22,2,0,0,0,1,1966,3.5
1966, ,4,4,4,4,15, ,3,4,4,4,4,1,66,3,1,3,0,3,1967,3.5
1967, , , , , ,14,40,4,4,4,4,4,1,12,1,0,0, ,1,1968,4.0
1968, , , , , ,15, ,4,3,4,3,2,1,0,2,0,5,0,1,1969,4.0
1969,42,3,3,3,3,16,42,3,4,4,4,4,1,5,2,1,0, ,1,1970,3.5
1970, , , , , ,14,36,4,4,4,4,3,1,12,3,1, , ,1,1971,4.0
1971, , , , , ,15,53,4,4,4,4,4,1,5,2,1,0, ,1,1972,4.0
1972, , , , , ,15,52,4,4,4,4,4,1,5,3,0,0, ,1,1973,4.0
1973, , , , , ,16,23,3,4,4,4,4,1,5,3,1,0, ,1,1974,3.5
1974, ,4,4,4,4,16,42,3,4,4,4,4,1,0,2,0,0, ,1,1975,3.5
1975, , , , , ,15,34,4,4,4,4,4,1,66,2,0,1,0,1,1976,4.0
1977, , , , , ,16,78,4,4,4,4,3,3,11,3,1,0, ,1,1978,4.0
1978,53,3,3,3,2,14,34,4,4,4,4,4,3,5,1,1,1,0,1,1979,4.0
1979,50,4,4,4,4,15,56,4,4,4,4,4,1,12,3,1,0, ,1,1980,4.0
1980, , , , , ,15,46,3,4,4,4,4,1,70,1,0,0,0,1,1981,3.5
1981,57,4,4,4,4,16, ,3,4,4,4,4,1,55,3,1,22,1,2,1982,3.5
1982, ,3,4,4,4,12,50,4,4,4,4,4,3,66,2,0,1,0,1,1983,4.0
1983, ,1,3,1,1,14,37,4,4,4,4,4,1,10,3,0,2,0,1,1984,4.0
1984,53,3,3,3,3,15, ,3,4,4,4, ,1,12,3,1,0, ,1,1985,3.5
1985, , , , , ,15,39,3,4,4,4, ,1,5,3,0,0, ,1,1986,3.5
1986,70,4,4,4,4,14,23,3,4,4,4,4,1,20,3,0,3,0,1,1987,3.5
1987,50,4,4,4,4,14, ,4,4,4,4,4,1,5,3,1,4,0,1,1988,4.0
1988,60,4,4,4,4,16,42,3,4,4,4,4,3,12,3,1,0, ,1,1989,3.5
1989,78,4,4,4,4,14,38,3,4,4,4,3,1,5,3,0,2,0,1,1990,3.5
1990, , , , , ,15,40,3,3,3,3,3,3,12,2,0,0, ,1,1991,3.0
1991, ,4,4,4,4,14,39,3,4,4,4,4,3,70,2,1,3,0,1,1992,3.5
1992, , , , , ,15,30,2,4,4,4,4,1,49,2,1,0, ,1,1993,3.0
1993, , , , , ,14,53,4,4,4,4,4,1,66,3,1,4,0,1,1994,4.0
1994, , , , , ,12,42,4,3,3,3,3,1,5,2,0,2,0,4,1995,3.5
1995,53,4,4,4,4,15,35,3,4,4,4,4,1,49,1,0,0,0,1,1996,3.5
1996, , , , , ,14,39,4,4,4,4,4,1,5,3,0,25,0,4,1997,4.0
1997, , , , , ,14,29,4,4,4,4,3,3,12,2,0,0, ,1,1998,4.0
1998,52,4,4,4,4,16, ,4,4,4,4,4,3,99,2,0,4,1,4,1999,4.0
1999, ,1,2,1,1,15,50,4,4,4,4, ,1,12,2,0,0, ,1,2000,4.0
2000, , , , , ,12,20,4,4,4,4, ,1,5,2,0,1,0,1,2001,4.0
2001,38,3,3,3,3,15, ,4,4,4,4, ,1,6,3,0,8,0,1,2002,4.0
2002,55,4,4,4,4,14,50,3,4,4,4, ,1,5,2,0,1,0,1,2003,3.5
2003, , , , , ,14,50,4,4,4,4,4,1,11,3,0,0, ,1,2004,4.0
2004,39,2,2,2,2,16,42,4,4,4,4,4,3,5,3,0,3,0,1,2005,4.0
2005, , , , , ,14, ,4,4,4,4,4,1,5,3,0,0,0,1,2006,4.0
2006, , , , , ,14,34,4,4,4,4,4,1,12,3,1,2,0,1,2007,4.0
2007, , , , , ,12,52,3,4,4,4, ,1,61,2,0,40,0,1,2008,3.5
2008,55,4,4,4,4,18,69,3,4,4,4,4,1,5,3,1,0, ,1,2009,3.5
2009, ,3,3,3,3,14, ,4,4,4,4, ,3,5,2,1,1,1,1,2010,4.0
2010,35,2,2,2,2,14,42,4,4,4,4,4,1,66,2,1,0,0,1,2011,4.0
2011,23,3,3,3,3,14,23,4,4,4,4,4,1,14,2,1,3,1,1,2012,4.0
2012, , , , , ,12,67,4,4,4,4, ,3,16,3,1,10,0,4,2013,4.0
2013, , , , , ,16,48,3,4,4,4, ,1,66,3,0, , ,1,2014,3.5
2014, , , , , ,14,42,4,4,4,4, ,1,5,3,1,2,0,1,2015,4.0
2015, , , , , ,14, ,3,4,4,4,4,1,11,2,0,0, ,1,2016,3.5
2016, ,1,1,1,1,18,39,4,4,4,4, ,3,5,3,1,0, ,1,2017,4.0
2017, , , , , ,14, ,4,4,4,4,4,1,5,2,0,5,0,1,2018,4.0
2018, , , , , ,12,26,4,4,4,4, ,1,5,3,1,0, ,1,2019,4.0
2019, , , , , ,15,34,4,4,4,4, ,1,5,3,0,0, ,1,2020,4.0
2020,53,2,3,3,2,14,40,4,4,4,4, ,1,5,3,0,0, ,1,2021,4.0
2021,56,4,4,4,4,12,53,4,4,4,3, ,1,0,3,1,0, ,1,2022,4.0
2022, , , , , ,14,49,4,4,4,4, ,3,5,3,0,12,0,1,2023,4.0
2023,65,3,4,4,3,15,51,4,4,4,4, ,1,5,3,0,0, ,1,2024,4.0
2024, ,2,2,2,2,12,30,4,4,4,4, ,3,5,3,1,20,0,4,2025,4.0
2025,55,4,4,4,4,14,72,4,4,4,4,4,1,12,3,0,0,0,1,2026,4.0
2026, , , , , ,14,52,4,4,4,4, ,3,6,1,0,10,0,1,2027,4.0
2027, , , , , ,14,20,4,4,4,4, ,3,18,3,0,6,0,1,2028,4.0
2028, , , , , ,14,53,4,4,4,4, ,1,5,2,1,0, ,1,2029,4.0
2029, , , , , ,16,42,4,4,4,4, ,1,12,3,1,0, ,1,2030,4.0
2030, , , , , ,16,38,4,4,4,4,3,3,12,3,0,0,0,1,2031,4.0
2031, , , , , ,15,62,4,4,4,4, ,3,5,3,1,1,0,1,2032,4.0
2032, ,4,4,4,4,15,34,4,4,4,4,4,1,5,3,1,0, ,1,2033,4.0
2033,58,4,4,4,4,16,42,4,4,4,4,4,3,6,1,0,5,1,1,2034,4.0
2034,43,3,3,3,2,14,23,4,4,4,4, ,3,5,2,1,0, ,1,2035,4.0
2035, ,4,4,4,4,14,32,4,4,4,4,4,1,0,1,1,6, ,1,2036,4.0
2036, , , , , ,16,56,3,4,4,4,4,3,0,3,1,8,0,1,2037,3.5
2037, ,4,4,4,4,16,42,4,4,4,4,4,1,12,3,0,0,0,1,2038,4.0
2038, , , , , ,16,78,4,4,4,4, ,1,5,2,0,6,0,1,2039,4.0
2039, , , , , ,16,78,4,4,4,4,4,1,5,3,0, , ,1,2040,4.0
2040,78,4,4,4,4,16,57,3,4,4,4,4,1,73,2,1,2,0,1,2041,3.5
2041,53,2,2,2,2,10,38,4,4,4,4,4,3,15,3,0,0,0,4,2042,4.0
2042, , , , , ,14,55,4,4,4,4, ,3,12,3,0,0, ,1,2043,4.0
2043,26,3,3,3,3,18,62,4,4,4,4,4,1,5,3,1,0,0,1,2044,4.0
2044, ,3,4,4,2,15, ,4,4,4,4,4,3,5,2,0,10,0,4,2045,4.0
2045, , , , , ,14,53,4,4,4,4,4,1,12,2,1,4,0,1,2046,4.0
2046, , , , , ,16,44,4,4,4,4,4,1,0,2,1,2,0,1,2047,4.0
2047,62,3,3,3,3,15,42,4,4,4,4,3,1,12,2,1,0,0,1,2048,4.0
2048, ,1,1,1,1,16, ,2,4,4,4,4,1,33, ,1,2,0,1,2049,3.0
2049, , , , , ,14, ,4,4,4,4,4,3,5,3,1,0,0,1,2050,4.0
2050, , , , , ,14,42,4,4,4,4,4,3,12,3,1,1,0,1,2051,4.0
2051, , , , , ,16, ,4,4,4,4,4,1,5,3,1,0,0,1,2052,4.0
2052, , , , , ,16,60,4,4,4,4,4,1,12,2,1,0, ,1,2053,4.0
2053, , , , , ,18,72,4,4,4,4,4,3,12,1,1,0, ,1,2054,4.0
2054, ,4,4,4,4,12,34,3,4,4,4,4,1,12,2,0,0, ,1,2055,3.5
2055, , , , , ,15,53,3,4,4,4,4,1,5,2,0,0, ,1,2056,3.5
2056, ,1,1,1,1,12, ,4,4,4,4, ,3,13,3,0,1,0,1,2057,4.0
2057, , , , , ,15,32,4,4,4,4,4,1,66,3,1,6, ,4,2058,4.0
2058, ,2,2,2,2,14,49,4,4,4,4, ,1,5,3,0,18,0,1,2059,4.0
2059,53,2,2,2,1,15,42,4,4,3,4, ,2,12,2,0,0, ,1,2060,3.5
2060,60,4,4,4,4,16, ,4,4,4,4, ,1,12,3,0,0, ,1,2061,4.0
2061, ,2,2,2,2,15,53,3,4,4,4, ,1,5,2,0,2,0,1,2062,3.5
2062, , , , , ,16,58,4,4,4,4, ,1,6,3,1,0, ,1,2063,4.0
2063, , , , , ,15,50,4,4,4,4, ,1,12,3,0,0, ,1,2064,4.0
2064, , , , , ,16,65,3,4,4,3,3,1,12,3,0,0, ,1,2065,3.5
2065, , , , , ,15,46,4,4,4,4,4,3,13,2,0,0,0,1,2066,4.0
2066, , , , , ,15,37,4,4,4,4, ,1,49,2,0,4,0,1,2067,4.0
2067, , , , , ,16,56,3,4,4,4,4,3,19,2,0,8,0,1,2068,3.5
2068,53,4,4,4,4,14,54,4,4,4,4,4,1,12,3,0,0,0,1,2069,4.0
2069, , , , , ,12,53,3,4,4,4,4,3,11,3,1,0,0,1,2070,3.5
